doc_id,county_fips,profile_json,created_at_utc
2e62a6c3-4579-4bc8-92a4-d06812665790,53019,"{""name"": {""first"": ""Tyler"", ""last"": ""Grant""}, ""demographics"": {""dob"": ""1941-12-12"", ""sex"": ""F"", ""race"": ""Other"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""903673e3-103c-4e24-8435-5a95688aeadc"", ""hh_size"": 1, ""income_usd"": 89325}, ""location"": {""street"": ""20378 John Landing Apt. 331"", ""city"": ""Port Sharonchester"", ""state"": ""WA"", ""zip"": ""98424""}, ""residency"": {""active_status"": false, ""moved_in_date"": ""2016-03-22"", ""move_out_date"": null, ""death_date"": ""2020-04-04"", ""last_verified_date"": ""2025-11-04"", ""verification_source"": ""Other""}, ""employment"": {""employment_status"": ""NotInLaborForce"", ""has_job"": false}}",2026-02-23 05:57:17+00:00
ddba29b1-90c6-46b8-9bfb-0ec3d814144e,53019,"{""name"": {""first"": ""Katrina"", ""last"": ""Graham""}, ""demographics"": {""dob"": ""2015-03-14"", ""sex"": ""M"", ""race"": ""Black"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""38633397-7a78-4668-8122-99f69ec9ec4a"", ""hh_size"": 2, ""income_usd"": 70208}, ""location"": {""street"": ""74844 Johnson Cape"", ""city"": ""Port Elizabeth"", ""state"": ""WA"", ""zip"": ""98576""}, ""residency"": {""active_status"": true, ""moved_in_date"": ""2023-05-20"", ""move_out_date"": null, ""death_date"": null, ""last_verified_date"": ""2026-01-25"", ""verification_source"": ""DMV""}, ""employment"": {""employment_status"": ""NotInLaborForce"", ""has_job"": false}}",2026-02-23 05:57:17+00:00
38722b6d-5b93-43c1-81dd-12bdb99d4a51,53019,"{""name"": {""first"": ""Monica"", ""last"": ""Ortiz""}, ""demographics"": {""dob"": ""2019-10-03"", ""sex"": ""X"", ""race"": ""TwoOrMore"", ""ethnicity"": ""Hispanic""}, ""household"": {""hh_id"": ""35dce7ab-fa63-4723-a251-6137bb0b44ea"", ""hh_size"": 3, ""income_usd"": 65338}, ""location"": {""street"": ""0787 Sullivan Walk Suite 046"", ""city"": ""Lake Eileenmouth"", ""state"": ""WA"", ""zip"": ""99264""}, ""residency"": {""active_status"": false, ""moved_in_date"": ""2020-07-16"", ""move_out_date"": ""2022-02-05"", ""death_date"": null, ""last_verified_date"": ""2025-09-04"", ""verification_source"": ""School""}, ""employment"": {""employment_status"": ""NotInLaborForce"", ""has_job"": false}}",2026-02-23 05:57:17+00:00
271a848e-4fe5-4908-be95-6237fcc77cfe,53019,"{""name"": {""first"": ""Chelsea"", ""last"": ""Stewart""}, ""demographics"": {""dob"": ""1998-09-07"", ""sex"": ""X"", ""race"": ""TwoOrMore"", ""ethnicity"": ""Hispanic""}, ""household"": {""hh_id"": ""95c60fe0-ead3-45e3-bebd-f79a0a9906e8"", ""hh_size"": 3, ""income_usd"": 52617}, ""location"": {""street"": ""887 Michael Plain Suite 482"", ""city"": ""South Jenniferberg"", ""state"": ""WA"", ""zip"": ""99582""}, ""residency"": {""active_status"": false, ""moved_in_date"": ""2016-10-05"", ""move_out_date"": ""2019-07-26"", ""death_date"": null, ""last_verified_date"": ""2025-05-30"", ""verification_source"": ""DMV""}, ""employment"": {""employment_status"": ""Employed"", ""has_job"": true}}",2026-02-23 05:57:17+00:00
cba525e8-3ab3-469d-b18f-17a53fff70f2,53019,"{""name"": {""first"": ""Mitchell"", ""last"": ""Kramer""}, ""demographics"": {""dob"": ""2012-04-05"", ""sex"": ""F"", ""race"": ""Asian"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""9e3ee130-796a-4f74-a296-60633e6e42d6"", ""hh_size"": 1, ""income_usd"": 101911}, ""location"": {""street"": ""9720 Miller Stravenue"", ""city"": ""Katieshire"", ""state"": ""WA"", ""zip"": ""99356""}, ""residency"": {""active_status"": true, ""moved_in_date"": ""2024-10-18"", ""move_out_date"": null, ""death_date"": null, ""last_verified_date"": ""2026-01-21"", ""verification_source"": ""Utility""}, ""employment"": {""employment_status"": ""NotInLaborForce"", ""has_job"": false}}",2026-02-23 05:57:17+00:00
cb8a3d69-758a-45d4-b281-c2a8bb0a32a7,53019,"{""name"": {""first"": ""Denise"", ""last"": ""Key""}, ""demographics"": {""dob"": ""1983-01-29"", ""sex"": ""X"", ""race"": ""Black"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""c751af09-d826-4eac-8e33-21a232ae2234"", ""hh_size"": 2, ""income_usd"": 50047}, ""location"": {""street"": ""2085 Blair Roads Apt. 146"", ""city"": ""Port Jonathanton"", ""state"": ""WA"", ""zip"": ""99290""}, ""residency"": {""active_status"": true, ""moved_in_date"": ""2025-01-22"", ""move_out_date"": null, ""death_date"": null, ""last_verified_date"": ""2025-08-22"", ""verification_source"": ""Medicaid""}, ""employment"": {""employment_status"": ""Employed"", ""has_job"": true}}",2026-02-23 05:57:17+00:00
ef886fac-84c5-4981-9741-6547b2b2ab16,53019,"{""name"": {""first"": ""Eric"", ""last"": ""Martinez""}, ""demographics"": {""dob"": ""2001-10-02"", ""sex"": ""M"", ""race"": ""TwoOrMore"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""bc644fb9-9e34-4dd5-a6be-fd8e6d206bcd"", ""hh_size"": 4, ""income_usd"": 72754}, ""location"": {""street"": ""29305 Jensen Light Suite 713"", ""city"": ""Abigailshire"", ""state"": ""WA"", ""zip"": ""98690""}, ""residency"": {""active_status"": false, ""moved_in_date"": ""2017-09-03"", ""move_out_date"": ""2019-10-11"", ""death_date"": null, ""last_verified_date"": ""2023-06-17"", ""verification_source"": ""DMV""}, ""employment"": {""employment_status"": ""Employed"", ""has_job"": true}}",2026-02-23 05:57:17+00:00
9fb6b227-47b2-42d1-be42-6240c60f94ae,53019,"{""name"": {""first"": ""Kayla"", ""last"": ""Jordan""}, ""demographics"": {""dob"": ""2005-07-12"", ""sex"": ""F"", ""race"": ""White"", ""ethnicity"": ""Hispanic""}, ""household"": {""hh_id"": ""9fadd0e7-f08e-414b-8f5c-51eab05bc655"", ""hh_size"": 1, ""income_usd"": 50595}, ""location"": {""street"": ""0609 Erik Common"", ""city"": ""Gonzaleschester"", ""state"": ""WA"", ""zip"": ""99126""}, ""residency"": {""active_status"": true, ""moved_in_date"": ""2023-12-16"", ""move_out_date"": null, ""death_date"": null, ""last_verified_date"": ""2025-06-02"", ""verification_source"": ""VoterReg""}, ""employment"": {""employment_status"": ""NotInLaborForce"", ""has_job"": false}}",2026-02-23 05:57:17+00:00
d4802f7d-42b2-4aee-b7b5-fd1d15da6d64,53019,"{""name"": {""first"": ""Linda"", ""last"": ""Hopkins""}, ""demographics"": {""dob"": ""1973-01-17"", ""sex"": ""M"", ""race"": ""Native"", ""ethnicity"": ""Hispanic""}, ""household"": {""hh_id"": ""83e775f4-fcc8-4d1c-9b3b-3d518d91db39"", ""hh_size"": 2, ""income_usd"": 37654}, ""location"": {""street"": ""5492 Chapman Extension Suite 371"", ""city"": ""Port Theresa"", ""state"": ""WA"", ""zip"": ""98202""}, ""residency"": {""active_status"": true, ""moved_in_date"": ""2017-07-02"", ""move_out_date"": null, ""death_date"": null, ""last_verified_date"": ""2023-06-17"", ""verification_source"": ""School""}, ""employment"": {""employment_status"": ""Employed"", ""has_job"": true}}",2026-02-23 05:57:17+00:00
105cb8b8-9b67-4dec-9145-895079f00aab,53019,"{""name"": {""first"": ""Glenn"", ""last"": ""Horne""}, ""demographics"": {""dob"": ""1932-11-29"", ""sex"": ""X"", ""race"": ""White"", ""ethnicity"": ""Hispanic""}, ""household"": {""hh_id"": ""ea66ff3c-f729-421d-85da-936087a5d753"", ""hh_size"": 2, ""income_usd"": 58279}, ""location"": {""street"": ""164 Smith Garden Suite 618"", ""city"": ""Port Hannahfort"", ""state"": ""WA"", ""zip"": ""98345""}, ""residency"": {""active_status"": true, ""moved_in_date"": ""2022-04-29"", ""move_out_date"": null, ""death_date"": null, ""last_verified_date"": ""2025-11-04"", ""verification_source"": ""Census""}, ""employment"": {""employment_status"": ""NotInLaborForce"", ""has_job"": false}}",2026-02-23 05:57:17+00:00
